time,steps_j1,steps_j2,steps_j3,steps_j4,steps_j5,steps_j6
0.022022699999979523,4,-1,11,0,-1,0
0.022807899999861547,5,-2,12,0,-1,0
0.021996400000716676,4,-1,11,0,-1,0
0.022054600000046776,4,-1,11,0,-1,0
0.02154409999911877,4,-1,10,0,-1,0
0.02042610000080458,4,-1,10,0,-1,0
0.021885599999222904,4,-1,11,0,-1,0
0.021453500000461645,4,-1,10,0,-1,0
0.021032099999501952,4,-1,10,0,-1,0
0.022470800000519375,5,-1,11,0,-1,0
0.02152010000008886,4,-1,10,0,-1,0
0.021391700000094716,4,-1,10,0,-1,0
0.021915899999839894,5,-1,10,0,-1,0
0.022509700000227895,5,-1,10,0,-1,0
0.02292940000006638,5,-1,10,0,-1,0
0.022489599999971688,5,-1,10,0,-1,0
0.02146439999978611,4,-1,10,0,-1,0
0.020958099999916158,4,-1,9,0,-1,0
0.02246819999982108,5,-1,10,0,-1,0
0.02142679999997199,4,-1,10,0,-1,0
0.022009799999977986,5,-1,10,0,-1,0
0.020914100000481994,4,-1,9,0,-1,0
0.021451799999340437,4,-1,9,0,-1,0
0.021548500000790227,4,-1,9,0,-1,0
0.0229338999997708,5,-1,10,0,-1,0
0.022269500000220432,3,-6,37,0,-2,0
0.020659599999817146,3,-6,35,0,-1,0
0.02260799999930896,3,-6,37,0,-2,0
0.020822400000724883,3,-6,34,0,-1,0
0.02143569999952888,3,-6,35,0,-1,0
0.021016300000155752,3,-6,34,0,-1,0
0.02094180000040069,3,-5,34,0,-1,0
0.021504299999833165,3,-6,35,0,-1,0
0.021499800000128744,3,-6,34,0,-1,0
0.022405199999411707,3,-6,36,0,-2,0
0.020938999999998487,3,-5,33,0,-1,0
0.020978200000172365,3,-5,33,0,-1,0
0.022512900000037916,3,-6,36,0,-2,0
0.021520000000236905,3,-6,34,0,-1,0
0.020920500000102038,3,-5,33,0,-1,0
0.020978799999284092,3,-5,33,0,-1,0
0.021875000000363798,3,-6,34,0,-1,0
0.021489800000381365,3,-5,33,0,-1,0
0.02097169999979087,3,-5,32,0,-1,0
0.02254739999989397,3,-6,34,0,-1,0
0.021932599999672675,3,-6,33,0,-1,0
0.022478100000626,3,-6,34,0,-1,0
0.02191210000000865,3,-6,33,0,-1,0
0.023006899999927555,4,-6,34,0,-1,0
0.022960799999964365,4,-6,34,0,-1,0
0.02527670000017679,4,-6,37,0,-2,0
0.021643399999447865,3,-5,32,0,-1,0
0.021994200000335695,4,-5,32,0,-1,0
0.022051299999475305,4,-5,32,0,-1,0
0.020733400000608526,3,-5,30,0,-1,0
0.022004800000104296,4,-5,32,0,-1,0
0.02253229999951145,4,-6,32,0,-1,0
0.02152230000046984,4,-5,31,0,-1,0
0.02192179999929067,4,-5,31,0,-1,0
0.022640600000158884,4,-6,32,0,-1,0
0.020712600000479142,4,-5,29,0,-1,0
0.021515200000067125,4,-4,14,-2,1,2
0.02249169999959122,4,-5,14,-2,1,2
0.02264999999988504,0,0,-17,-2,3,2
0.02114419999998063,0,0,-16,-2,2,2
0.02113530000042374,0,0,-16,-2,2,2
0.02188139999998384,0,0,-17,-2,3,2
0.020478100000218546,0,0,-16,-2,2,2
0.021660599999449914,0,0,-16,-2,3,2
0.020744000000377127,0,0,-16,-2,3,2
0.020999700000174926,0,0,-16,-1,3,1
0.022485699999378994,0,1,-17,-2,3,2
0.020916899999974703,0,0,-16,-1,3,1
0.020525100000668317,0,0,-16,-1,3,1
0.02238879999913479,0,1,-17,-1,3,1
0.02140620000045601,0,1,-17,-1,3,1
0.022585200000321493,0,1,-18,-1,3,1
0.022961199999372184,0,1,-18,-1,3,1
0.021434100000078615,0,1,-17,-1,3,1
0.021461700000145356,0,1,-17,-1,3,1
0.022497500000099535,0,1,-18,-1,3,1
0.02136979999977484,0,1,-17,-1,3,1
0.021091100000376173,0,1,-17,-1,3,1
0.022954099999878963,0,1,-18,-1,3,1
0.022961900000154856,0,1,-18,-1,3,1
0.02149250000002212,0,1,-17,-1,3,1
0.021928399999524117,0,1,-18,-1,3,1
0.022880600000462437,0,1,-18,-1,3,1
0.0210360999999466,0,1,-17,-1,3,1
0.0210001999994347,0,1,-17,-1,3,1
0.022986800000580843,0,1,-19,-1,3,1
0.022906399999556015,0,1,-19,-1,3,1
0.02194000000054075,0,1,-18,-1,3,1
0.02144979999957286,0,1,-18,-1,3,1
0.022479199999906996,0,1,-19,-1,3,1
0.02146179999999731,0,1,-18,-1,3,1
0.022579000000405358,0,1,-19,-1,3,1
0.02038379999976314,0,1,-17,-1,3,1
0.021440999999867927,0,1,-18,-1,3,1
0.020968599999832804,0,1,-18,-1,3,1
0.021436500000163505,0,1,-18,-1,3,1
0.021019900000283087,0,1,-18,-1,3,1
0.021929599999566562,0,1,-19,-1,3,1
0.021035700000538782,0,1,-18,-1,3,1
0.022921199999473174,0,1,-20,-1,3,1
0.022914400000445312,0,1,-20,-1,3,1
0.020956000000296626,0,1,-18,-1,3,1
0.021011499999985972,0,1,-18,-1,3,1
0.02099519999956101,0,1,-18,-1,3,1
0.022419799999624956,0,1,-20,-1,3,1
0.020920000000842265,0,1,-18,-1,3,1
0.021532599999773083,0,1,-19,-1,3,1
0.02198309999948833,0,1,-20,-1,3,1
0.022450100000241946,0,1,-20,-1,3,1
0.02197100000012142,0,1,-20,-1,3,1
0.02140419999977894,0,1,-20,0,3,0
0.02201229999991483,0,1,-20,0,3,0
0.020957300000191026,0,1,-19,0,3,0
0.02149680000002263,0,1,-20,0,3,0
0.02142069999990781,0,1,-20,0,3,0
0.0214205000002039,0,1,-20,0,3,0
0.02161049999995157,0,1,-20,0,3,0
0.022354400000040187,0,1,-21,0,4,0
0.021014199999626726,0,1,-20,0,3,0
0.021998500000336207,0,1,-21,0,3,0
0.02239499999996042,0,1,-21,0,4,0
0.02151010000034148,0,1,-20,0,3,0
0.02244189999964874,0,2,-21,0,4,0
0.020958099999916158,0,1,-20,0,3,0
0.021675599999980477,0,1,-21,0,3,0
0.020824500000344415,0,1,-20,0,3,0
0.021864800000003015,0,2,-21,0,4,0
0.021442999999635504,0,1,-21,0,3,0
0.021079500000269036,0,1,-20,0,3,0
0.022420600000259583,0,1,-38,-1,6,1
0.0225520999993023,0,1,-39,-1,6,1
0.02084130000002915,0,1,-37,0,6,1
0.02198930000031396,0,1,-38,-1,6,1
0.021507399999791232,0,1,-38,0,6,1
0.022461900000052992,0,2,-40,0,6,1
0.021417900000415102,0,1,-38,0,6,1
0.021053800000117917,0,1,-38,0,6,0
0.02378969999972469,0,2,-44,0,7,1
0.02161470000010013,0,2,-40,0,6,0
0.022887499999342253,0,2,-42,0,7,1
0.022466600000370818,0,2,-42,0,7,0
0.0215464000002612,0,2,-40,0,6,0
0.02287369999976363,0,2,-44,0,7,0
0.022466000000349595,0,2,-43,0,7,0
0.02192139999988285,0,2,-42,0,6,0
0.022053699999560195,0,2,-42,0,6,0
0.021486800000275252,0,2,-42,0,6,0
0.021420199999738543,0,2,-42,0,6,0
0.021424000000479282,0,2,-42,0,6,0
0.022535799999786832,0,2,-45,0,7,0
0.02200730000004114,0,2,-44,0,7,0
0.022371099999872968,0,0,-20,0,2,0
0.020923299999594747,0,0,-18,0,2,0
0.022091700000601122,0,0,-20,0,2,0
0.022504399999888847,0,0,-20,0,2,0
0.041810699999587086,0,0,19,0,-2,0
0.022496700000374403,0,0,20,0,-2,0
0.022924199999579287,0,0,21,0,-3,0
0.021486600000571343,0,0,19,0,-2,0
0.02181509999991249,0,0,19,0,-2,0
0.02116909999949712,0,0,19,0,-2,0
0.02139430000079301,0,0,18,0,-2,0
0.0219411999996737,0,0,19,0,-2,0
0.02100369999971008,0,0,18,0,-2,0
0.0220208000000639,0,0,19,0,-2,0
0.021886999999878753,0,0,18,0,-2,0
0.02104010000039125,0,0,18,0,-2,0
0.02141990000018268,0,0,18,0,-2,0
0.020959299999958603,0,0,17,0,-2,0
0.021487799999704293,0,0,18,0,-2,0
0.0225031999998464,0,0,18,0,-2,0
0.022023999999873922,0,0,18,0,-2,0
0.020916700000270794,0,0,17,0,-2,0
0.021389900000031048,0,0,17,0,-2,0
0.02172690000043076,0,0,17,0,-2,0
0.0212535000000571,0,2,-5,0,1,0
0.021437099999275233,0,2,-5,0,1,0
0.021568900000602298,0,2,-5,0,1,0
0.022327399999994668,0,2,-6,0,1,0
0.020987899999454385,0,2,-5,0,1,0
0.02244330000030459,0,2,-24,0,4,0
0.0215027000003829,0,2,-24,0,4,0
0.022557899999810616,0,2,-25,0,4,0
0.021202299999458774,0,2,-23,0,4,0
0.020641600000089966,0,2,-23,0,4,0
0.02104570000028616,0,2,-23,0,4,0
0.021855500000128814,0,2,-24,0,4,0
0.02094909999959782,0,2,-24,0,4,0
0.022010900000168476,0,2,-25,0,4,0
0.022489900000437046,0,2,-25,0,4,0
0.021875399999771616,0,2,-25,0,4,0
0.02151140000023588,0,2,-24,0,4,0
0.021983199999340286,0,2,-25,0,4,0
0.021968300000480667,0,2,-25,0,4,0
0.02292570000008709,0,3,-26,0,4,0
0.021074199999929988,0,2,-24,0,4,0
0.02133899999989808,0,2,-25,0,4,0
0.022527199999785807,0,3,-26,0,4,0
0.0214973000001919,0,2,-25,0,4,0
0.021969599999465572,0,2,-26,0,4,0
0.02290530000027502,2,8,-60,0,5,0
0.021928299999672163,2,8,-58,0,5,0
0.02096140000048763,1,8,-56,0,5,0
0.020972799999981362,1,8,-56,0,5,0
0.021004199999879347,1,8,-57,0,5,0
0.02143010000054346,1,8,-59,0,5,0
0.0216058999994857,1,8,-60,0,5,0
0.020967100000234495,1,8,-59,0,5,0
0.02043390000017098,1,8,-58,0,5,0
0.02240899999924295,1,9,-64,0,6,0
0.021964200000184064,1,9,-63,0,6,0
0.020931699999891862,1,8,-61,0,5,0
0.02147770000010496,1,9,-63,0,6,0
0.02253050000035728,1,5,-36,0,1,0
0.02147289999993518,1,5,-35,0,1,0
0.02297739999994519,1,6,-37,0,1,0
0.02205150000008871,1,5,-36,0,1,0
0.021764999999504653,1,5,-36,0,1,0
0.02252500000031432,1,6,-37,0,1,0
0.020947300000443647,1,5,-35,0,1,0
0.02166289999968285,1,5,-36,0,1,0
0.021747599999798695,1,6,-37,0,1,0
0.02193299999998999,1,6,-38,0,1,0
0.022010700000464567,1,6,-38,0,1,0
0.023000099999990198,1,6,-40,0,2,0
0.022430500000155007,1,6,-40,0,1,0
0.02190459999928862,1,6,-39,0,1,0
0.021030900000369,1,6,-37,0,1,0
0.02192529999956605,1,6,-40,0,2,0
0.022115100000519305,1,6,-40,0,2,0
0.020472399999562185,0,5,-38,0,1,0
0.02131640000061452,1,6,-40,0,2,0
